Volume Tandon (L);Waktu (s);TDS Awal (ppm);TDS Akhir (ppm);Delta TDS (ppm);Rata Rata Delta TDS (ppm)
40;1;266;270;4;
40;1;270;275;5;
40;1;275;279;4;
40;1;279;283;4;
40;1;283;289;6;
40;1;289;293;4;
40;1;293;295;2;
40;1;295;301;6;
40;1;301;311;10;8,7
40;1;311;316;5;
40;2;316;328;12;
40;2;328;336;8;
40;2;336;342;6;
40;2;342;350;8;
40;2;350;363;13;
40;2;363;372;9;
40;2;372;381;9;
40;2;381;388;7;
40;2;388;403;15;12,3
40;2;403;416;13;
40;3;416;427;11;
40;3;427;441;14;
40;3;441;452;11;
40;3;452;466;14;
40;3;466;478;12;
40;3;478;488;10;
40;3;488;501;13;
40;3;501;511;10;
40;3;524;542;18;13,9
40;3;542;557;15;
40;4;557;570;13;
40;4;570;585;15;
40;4;585;599;14;
40;4;599;613;14;
40;4;613;623;10;
40;4;623;635;12;
40;4;635;649;14;
40;4;649;663;14;
40;4;663;682;19;12,2
40;4;682;697;15;
40;5;697;710;13;
40;5;710;720;10;
40;5;720;729;9;
40;5;729;737;8;
40;5;737;744;7;
40;5;744;758;14;
40;5;758;771;13;
40;5;771;785;14;
40;5;785;805;20;11,8
40;5;805;817;12;
40;6;817;831;14;
40;6;831;842;11;
40;6;842;847;5;
40;6;847;866;19;
40;6;866;873;7;
40;6;873;885;12;
40;6;885;893;8;
40;6;893;903;10;
40;6;903;915;12;14,9
40;6;915;923;8;
40;7;923;934;11;
40;7;934;942;8;
40;7;942;950;8;
40;7;950;957;7;
40;7;957;965;8;
40;7;965;994;29;
40;7;994;1022;28;
40;7;1022;1052;30;
40;7;1052;1084;32;29
40;7;1084;1115;31;
40;8;1115;1146;31;
40;8;1146;1180;34;
40;8;1180;1213;33;
40;8;1213;1231;18;
40;8;1231;1270;39;
40;8;1270;1304;34;
40;8;1304;1311;7;
40;8;1311;1342;31;
40;8;1342;1367;25;29,1
40;8;1367;1400;33;
40;9;1400;1428;28;
40;9;1428;1461;33;
40;9;1461;1489;28;
40;9;1489;1523;34;
40;9;1523;1548;25;
40;9;1548;1577;29;
40;9;1577;1603;26;
40;9;1603;1633;30;
40;9;1652;1706;54;47
40;9;1706;1751;45;
40;10;1751;1800;49;
40;10;1800;1848;48;
40;10;1848;1891;43;
40;10;1891;1938;47;
40;10;1938;1983;45;
40;10;240;284;44;
40;10;284;332;48;
40;10;332;379;47;
40;10;379;431;52;49,3
40;10;431;480;49;
40;11;480;531;51;
40;11;531;581;50;
40;11;581;631;50;
40;11;631;679;48;
40;11;679;728;49;
40;11;728;777;49;
40;11;777;829;52;
40;11;829;872;43;
40;11;872;925;53;51,7
40;11;925;978;53;
40;12;978;1030;52;
40;12;1030;1079;49;
40;12;1079;1132;53;
40;12;1132;1182;50;
40;12;1182;1236;54;
40;12;1236;1287;51;
40;12;1287;1338;51;
40;12;1338;1389;51;
40;12;1389;1446;57;53
40;12;1446;1501;55;
40;13;1501;1557;56;
40;13;1557;1613;56;
40;13;1613;1668;55;
40;13;1668;1723;55;
40;13;1723;1775;52;
40;13;1775;1820;45;
40;13;1820;1873;53;
40;13;1873;1919;46;
40;13;1919;1969;50;65,3
40;13;238;306;68;
40;14;306;375;69;
40;14;375;442;67;
40;14;442;509;67;
40;14;509;576;67;
40;14;576;643;67;
40;14;643;709;66;
40;14;709;775;66;
40;14;775;841;66;
40;14;907;978;71;68,8
40;14;978;1047;69;
40;15;1047;1116;69;
40;15;1193;1260;67;
40;15;1260;1330;70;
40;15;1330;1398;68;
40;15;1398;1469;71;
40;15;1469;1536;67;
40;15;1536;1604;68;
40;15;1604;1672;68;
40;15;1672;1744;72;78,3
40;15;1744;1817;73;
40;16;1817;1886;69;
40;16;1886;1957;71;
40;16;238;321;83;
40;16;321;406;85;
40;16;406;487;81;
40;16;487;571;84;
40;16;571;653;82;
40;16;653;736;83;
40;16;817;903;86;81,6
40;16;903;989;86;
40;17;989;1073;84;
40;17;1073;1158;85;
40;17;1158;1239;81;
40;17;1239;1319;80;
40;17;1319;1400;81;
40;17;1400;1479;79;
40;17;1479;1557;78;
40;17;1557;1633;76;
40;17;1633;1713;80;91,2
40;17;1713;1795;82;
40;18;1795;1878;83;
40;18;1878;1963;85;
40;18;241;341;100;
40;18;341;441;100;
40;18;441;535;94;
40;18;535;632;97;
40;18;632;729;97;
40;18;729;823;94;
40;18;823;921;98;94,2
40;18;921;1020;99;
40;19;1020;1115;95;
40;19;1115;1211;96;
40;19;1211;1300;89;
40;19;1300;1397;97;
40;19;1397;1489;92;
40;19;1489;1585;96;
40;19;1585;1676;91;
40;19;1676;1765;89;
40;19;1765;1859;94;95,7
40;19;1859;1950;91;
40;20;238;340;102;
40;20;340;441;101;
40;20;441;579;138;
40;20;579;638;59;
40;20;638;734;96;
40;20;734;825;91;
40;20;825;925;100;
40;20;925;1010;85;
40;20;257;374;117;112,5
40;20;374;488;114;
40;21;488;600;112;
40;21;600;714;114;
40;21;714;828;114;
40;21;828;940;112;
40;21;940;1051;111;
40;21;1051;1164;113;
40;21;1164;1273;109;
40;21;1273;1382;109;
40;21;1382;1496;114;120,8
40;21;1496;1609;113;
40;22;1609;1722;113;
40;22;1722;1833;111;
40;22;1833;1942;109;
40;22;269;392;123;
40;22;392;527;135;
40;22;527;659;132;
40;22;659;790;131;
40;22;790;917;127;
40;22;917;1050;133;130,3
40;22;1050;1181;131;
40;23;1181;1313;132;
40;23;1313;1440;127;
40;23;1440;1567;127;
40;23;1567;1693;126;
40;23;1693;1819;126;
40;23;1819;1943;124;
40;23;261;398;137;
40;23;398;538;140;
40;23;538;677;139;133,5
40;23;677;814;137;
40;24;814;951;137;
40;24;951;1088;137;
40;24;1088;1222;134;
40;24;1222;1351;129;
40;24;1351;1482;131;
40;24;1482;1613;131;
40;24;1613;1745;132;
40;24;1745;1873;128;
40;24;1873;1996;123;133,4
40;24;279;398;119;
40;25;398;526;128;
40;25;526;666;140;
40;25;666;805;139;
40;25;805;942;137;
40;25;942;1079;137;
40;25;1079;1215;136;
40;25;1215;1353;138;
40;25;1353;1490;137;
40;25;1490;1603;113;133,6
40;25;1603;1721;118;
40;26;1721;1850;129;
40;26;1850;1980;130;
40;26;250;390;140;
40;26;390;531;141;
40;26;531;673;142;
40;26;673;810;137;
40;26;810;952;142;
40;26;952;1096;144;
40;26;1096;1239;143;136,6
40;26;1239;1364;125;
40;27;1364;1478;114;
40;27;1478;1620;142;
40;27;1620;1761;141;
40;27;1761;1903;142;
40;27;280;420;140;
40;27;420;559;139;
40;27;559;699;140;
40;27;699;839;140;
40;27;839;958;119;139,6
40;27;958;1090;132;
40;28;1090;1224;134;
40;28;1224;1364;140;
40;28;1364;1505;141;
40;28;1505;1650;145;
40;28;1650;1797;147;
40;28;1797;1946;149;
40;28;260;405;145;
40;28;405;549;144;
40;28;549;673;124;141,3
40;28;673;795;122;
40;29;795;940;145;
40;29;940;1089;149;
40;29;1089;1237;148;
40;29;1237;1381;144;
40;29;1381;1526;145;
40;29;1526;1673;147;
40;29;1673;1818;145;
40;29;1818;1962;144;
40;29;269;411;142;145,7
40;29;411;554;143;
40;30;554;682;128;
40;30;682;827;145;
40;30;827;976;149;
40;30;976;1126;150;
40;30;1126;1277;151;
40;30;1277;1429;152;
40;30;1429;1578;149;
40;30;1578;1726;148;
40;30;1726;1876;150;150,6
40;30;267;416;149;
40;31;416;567;151;
40;31;567;717;150;
40;31;717;867;150;
40;31;867;1018;151;
40;31;1018;1170;152;
40;31;1170;1322;152;
40;31;1322;1473;151;
40;31;1473;1623;150;
40;31;1623;1776;153;154,6
40;31;1776;1930;154;
40;32;278;433;155;
40;32;433;587;154;
40;32;587;742;155;
40;32;742;897;155;
40;32;897;1051;154;
40;32;1051;1206;155;
40;32;1206;1361;155;
40;32;1361;1517;156;
40;32;1517;1664;147;146,9
40;32;1664;1810;146;
40;33;1810;1958;148;
40;33;265;410;145;
40;33;410;556;146;
40;33;556;703;147;
40;33;703;850;147;
40;33;850;998;148;
40;33;998;1145;147;
40;33;1145;1293;148;
40;33;1293;1449;156;151,7
40;33;1449;1607;158;
40;34;1607;1757;150;
40;34;1757;1908;151;
40;34;290;442;152;
40;34;442;595;153;
40;34;595;745;150;
40;34;745;894;149;
40;34;894;1043;149;
40;34;1043;1192;149;
40;34;1192;1352;160;156,1
40;34;1352;1511;159;
40;35;1511;1666;155;
40;35;1666;1820;154;
40;35;1820;1975;155;
40;35;256;412;156;
40;35;412;568;156;
40;35;568;725;157;
40;35;725;879;154;
40;35;879;1034;155;
40;35;1034;1194;160;159,6
40;35;1194;1354;160;
40;36;1354;1515;161;
40;36;1515;1677;162;
40;36;1677;1837;160;
40;36;1837;1996;159;
40;36;289;447;158;
40;36;447;606;159;
40;36;606;765;159;
40;36;765;923;158;
40;36;923;1083;160;166,2
40;36;1083;1258;175;
40;37;1258;1423;165;
40;37;1423;1588;165;
40;37;1588;1754;166;
40;37;1754;1918;164;
40;37;279;446;167;
40;37;446;612;166;
40;37;612;780;168;
40;37;780;946;166;
40;37;946;1113;167;167,7
40;37;1113;1278;165;
40;38;1278;1447;169;
40;38;1447;1615;168;
40;38;1615;1783;168;
40;38;1783;1952;169;
40;38;260;428;168;
40;38;428;597;169;
40;38;597;764;167;
40;38;764;931;167;
40;38;931;1116;185;174,2
40;38;1116;1299;183;
40;39;1299;1469;170;
40;39;1469;1640;171;
40;39;1640;1813;173;
40;39;1813;1986;173;
40;39;256;427;171;
40;39;427;599;172;
40;39;599;771;172;
40;39;771;943;172;
40;39;943;1122;179;176,3
40;39;1122;1298;176;
40;40;1298;1475;177;
40;40;1475;1649;174;
40;40;1649;1823;174;
40;40;1823;1998;175;
40;40;300;478;178;
40;40;478;655;177;
40;40;655;831;176;
40;40;831;1008;177;
40;40;1008;1187;179;180,8
40;40;1187;1367;180;
40;41;1367;1547;180;
40;41;1547;1728;181;
40;41;1728;1911;183;
40;41;312;495;183;
40;41;495;675;180;
40;41;675;857;182;
40;41;857;1036;179;
40;41;1036;1217;181;
40;41;1217;1398;181;183,3
40;41;1398;1583;185;
40;42;1583;1767;184;
40;42;1767;1949;182;
40;42;256;437;181;
40;42;437;623;186;
40;42;623;810;187;
40;42;810;994;184;
40;42;994;1176;182;
40;42;1176;1357;181;
40;42;1357;1545;188;186,8
40;42;1545;1730;185;
40;43;1730;1915;185;
40;43;257;446;189;
40;43;446;635;189;
40;43;635;820;185;
40;43;820;1006;186;
40;43;1006;1191;185;
40;43;1191;1379;188;
40;43;1379;1567;188;
40;43;1567;1761;194;193,1
40;43;1761;1956;195;
40;44;269;460;191;
40;44;460;651;191;
40;44;651;846;195;
40;44;846;1037;191;
40;44;1037;1230;193;
40;44;1230;1421;191;
40;44;1421;1616;195;
40;44;1616;1811;195;
40;44;270;466;196;196
40;44;466;661;195;
40;45;661;856;195;
40;45;856;1051;195;
40;45;1051;1247;196;
40;45;1247;1442;195;
40;45;1442;1638;196;
40;45;1638;1833;195;
40;45;273;472;199;
40;45;472;670;198;
40;45;670;873;203;201,3
40;45;873;1073;200;
40;46;1073;1277;204;
40;46;1277;1477;200;
40;46;1477;1680;203;
40;46;1680;1880;200;
40;46;256;460;204;
40;46;460;660;200;
40;46;660;860;200;
40;46;860;1059;199;
40;46;1059;1268;209;207,2
40;46;1268;1475;207;
40;47;1475;1680;205;
40;47;1680;1888;208;
40;47;270;479;209;
40;47;479;688;209;
40;47;688;894;206;
40;47;894;1102;208;
40;47;1102;1307;205;
40;47;1307;1513;206;
40;47;1513;1725;212;211,3
40;47;1725;1936;211;
40;48;280;492;212;
40;48;492;704;212;
40;48;704;913;209;
40;48;913;1125;212;
40;48;1125;1334;209;
40;48;1334;1546;212;
40;48;1546;1758;212;
40;48;1758;1970;212;
40;48;269;484;215;215,3
40;48;484;699;215;
40;49;699;917;218;
40;49;917;1134;217;
40;49;1134;1349;215;
40;49;1349;1562;213;
40;49;1562;1779;217;
40;49;1779;1991;212;
40;49;265;483;218;
40;49;483;696;213;
40;49;696;917;221;220,6
40;49;917;1137;220;
40;50;1137;1359;222;
40;50;1359;1577;218;
40;50;1577;1797;220;
40;50;275;498;223;
40;50;498;717;219;
40;50;717;940;223;
40;50;940;1158;218;
40;50;1158;1380;222;
40;50;1380;1605;225;224,3
40;50;1605;1830;225;
40;51;259;481;222;
40;51;481;707;226;
40;51;707;933;226;
40;51;933;1156;223;
40;51;1156;1379;223;
40;51;1379;1604;225;
40;51;1604;1829;225;
40;51;257;480;223;
40;51;480;707;227;228,6
40;51;707;938;231;
40;52;938;1165;227;
40;52;1165;1391;226;
40;52;1391;1622;231;
40;52;1622;1848;226;
40;52;290;521;231;
40;52;521;751;230;
40;52;751;980;229;
40;52;980;1208;228;
40;52;1208;1439;231;234,4
40;52;1439;1675;236;
40;53;1675;1910;235;
40;53;275;509;234;
40;53;509;745;236;
40;53;745;981;236;
40;53;981;1212;231;
40;53;1212;1448;236;
40;53;1448;1681;233;
40;53;1681;1917;236;
40;53;289;529;240;237,4
40;53;529;765;236;
40;54;765;1004;239;
40;54;1004;1243;239;
40;54;1243;1481;238;
40;54;1481;1717;236;
40;54;1717;1955;238;
40;54;287;524;237;
40;54;524;760;236;
40;54;760;995;235;
40;54;995;1237;242;242,5
40;54;1237;1481;244;
40;55;1481;1724;243;
40;55;1724;1968;244;
40;55;284;527;243;
40;55;527;771;244;
40;55;771;1015;244;
40;55;1015;1255;240;
40;55;1255;1495;240;
40;55;1495;1736;241;
40;55;1736;1982;246;245,9
40;55;259;507;248;
40;56;507;751;244;
40;56;751;995;244;
40;56;995;1241;246;
40;56;1241;1489;248;
40;56;1489;1737;248;
40;56;1737;1982;245;
40;56;271;515;244;
40;56;515;761;246;
40;56;761;1007;246;250,3
40;56;1007;1262;255;
40;57;1262;1510;248;
40;57;1510;1764;254;
40;57;290;544;254;
40;57;544;792;248;
40;57;792;1039;247;
40;57;1039;1285;246;
40;57;1285;1535;250;
40;57;1535;1790;255;
40;57;400;659;259;255,8
40;57;659;911;252;
40;58;911;1163;252;
40;58;1163;1423;260;
40;58;1423;1676;253;
40;58;1676;1932;256;
40;58;267;526;259;
40;58;526;783;257;
40;58;783;1038;255;
40;58;1038;1293;255;
40;58;1293;1557;264;260,2
40;58;1557;1817;260;
40;59;245;505;260;
40;59;505;768;263;
40;59;768;1027;259;
40;59;1027;1285;258;
40;59;1285;1544;259;
40;59;1544;1808;264;
40;59;231;486;255;
40;59;486;746;260;
40;59;746;1011;265;263,5
40;59;1011;1271;260;
40;60;1271;1532;261;
40;60;1532;1796;264;
40;60;289;556;267;
40;60;556;815;259;
40;60;815;1081;266;
40;60;1081;1345;264;
40;60;1345;1614;269;
40;60;1614;1874;260;
50;1;235;239;4;4,6
50;1;239;244;5;
50;1;244;248;4;
50;1;248;253;5;
50;1;253;257;4;
50;1;257;262;5;
50;1;262;263;1;
50;1;263;271;8;
50;1;271;276;5;
50;1;276;281;5;
50;2;281;288;7;8,6
50;2;288;298;10;
50;2;298;306;8;
50;2;306;314;8;
50;2;314;323;9;
50;2;323;332;9;
50;2;332;341;9;
50;2;341;350;9;
50;2;350;359;9;
50;2;359;367;8;
50;3;367;380;13;13,2
50;3;380;393;13;
50;3;393;407;14;
50;3;407;420;13;
50;3;420;433;13;
50;3;433;446;13;
50;3;446;459;13;
50;3;459;473;14;
50;3;473;486;13;
50;3;486;499;13;
50;4;499;516;17;16,7
50;4;516;533;17;
50;4;533;549;16;
50;4;549;566;17;
50;4;566;583;17;
50;4;583;600;17;
50;4;600;618;18;
50;4;618;633;15;
50;4;633;649;16;
50;4;649;666;17;
50;5;666;687;21;18,2
50;5;687;707;20;
50;5;707;726;19;
50;5;726;742;16;
50;5;742;751;9;
50;5;762;782;20;
50;5;782;803;21;
50;5;803;822;19;
50;5;822;840;18;
50;5;840;859;19;
50;6;859;879;20;22,4
50;6;879;905;26;
50;6;905;931;26;
50;6;931;954;23;
50;6;954;976;22;
50;6;976;997;21;
50;6;997;1017;20;
50;6;1017;1040;23;
50;6;1040;1062;22;
50;6;1062;1083;21;
50;7;1083;1114;31;29,2
50;7;1114;1145;31;
50;7;1145;1175;30;
50;7;1175;1205;30;
50;7;1205;1236;31;
50;7;1236;1265;29;
50;7;1265;1293;28;
50;7;1293;1318;25;
50;7;1318;1346;28;
50;7;1346;1375;29;
50;8;1375;1410;35;34,8
50;8;1410;1444;34;
50;8;1444;1478;34;
50;8;1478;1511;33;
50;8;1511;1546;35;
50;8;1546;1582;36;
50;8;1582;1616;34;
50;8;1616;1652;36;
50;8;1652;1687;35;
50;8;1687;1723;36;
50;9;1723;1761;38;37,3
50;9;1761;1799;38;
50;9;1799;1837;38;
50;9;1837;1873;36;
50;9;1873;1910;37;
50;9;1910;1945;35;
50;9;240;278;38;
50;9;278;316;38;
50;9;316;355;39;
50;9;355;391;36;
50;10;391;432;41;41
50;10;432;474;42;
50;10;474;516;42;
50;10;516;556;40;
50;10;556;599;43;
50;10;599;639;40;
50;10;639;678;39;
50;10;678;716;38;
50;10;716;759;43;
50;10;759;801;42;
50;11;801;847;46;45
50;11;847;892;45;
50;11;892;937;45;
50;11;937;981;44;
50;11;981;1024;43;
50;11;1024;1070;46;
50;11;1070;1117;47;
50;11;1117;1160;43;
50;11;1160;1206;46;
50;11;1206;1251;45;
50;12;1251;1301;50;49,2
50;12;1301;1348;47;
50;12;1348;1396;48;
50;12;1396;1445;49;
50;12;1445;1493;48;
50;12;1493;1543;50;
50;12;1543;1594;51;
50;12;1594;1646;52;
50;12;1646;1695;49;
50;12;1695;1743;48;
50;13;1743;1795;52;53,9
50;13;1795;1848;53;
50;13;1848;1899;51;
50;13;1899;1954;55;
50;13;260;316;56;
50;13;316;369;53;
50;13;369;423;54;
50;13;423;477;54;
50;13;477;532;55;
50;13;532;588;56;
50;14;588;644;56;56,9
50;14;644;697;53;
50;14;697;751;54;
50;14;751;808;57;
50;14;808;866;58;
50;14;866;924;58;
50;14;924;983;59;
50;14;983;1042;59;
50;14;1042;1100;58;
50;14;1100;1157;57;
50;15;1157;1215;58;59,2
50;15;1215;1272;57;
50;15;1272;1330;58;
50;15;1330;1389;59;
50;15;1389;1449;60;
50;15;1449;1510;61;
50;15;1510;1569;59;
50;15;1569;1627;58;
50;15;1627;1687;60;
50;15;1687;1749;62;
50;16;1749;1816;67;64,8
50;16;1816;1906;90;
50;16;1906;1971;65;
50;16;259;319;60;
50;16;319;381;62;
50;16;381;442;61;
50;16;442;504;62;
50;16;504;564;60;
50;16;564;625;61;
50;16;625;685;60;
50;17;685;752;67;68,2
50;17;752;820;68;
50;17;820;888;68;
50;17;888;957;69;
50;17;957;1025;68;
50;17;1025;1092;67;
50;17;1092;1160;68;
50;17;1160;1229;69;
50;17;1229;1298;69;
50;17;1298;1367;69;
50;18;1367;1440;73;71,4
50;18;1440;1508;68;
50;18;1508;1577;69;
50;18;1577;1649;72;
50;18;1649;1722;73;
50;18;1722;1794;72;
50;18;1794;1865;71;
50;18;1865;1936;71;
50;18;257;329;72;
50;18;329;402;73;
50;19;402;478;76;75
50;19;478;544;66;
50;19;544;616;72;
50;19;616;691;75;
50;19;691;767;76;
50;19;767;844;77;
50;19;844;918;74;
50;19;918;995;77;
50;19;995;1073;78;
50;19;1073;1152;79;
50;20;1152;1227;75;79,1
50;20;1227;1302;75;
50;20;1302;1375;73;
50;20;1375;1454;79;
50;20;1454;1536;82;
50;20;1536;1617;81;
50;20;1617;1702;85;
50;20;1702;1782;80;
50;20;1782;1863;81;
50;20;1863;1943;80;
50;21;1943;1998;55;82,7
50;21;267;367;100;
50;21;367;450;83;
50;21;450;534;84;
50;21;534;619;85;
50;21;619;704;85;
50;21;704;793;89;
50;21;793;874;81;
50;21;874;956;82;
50;21;956;1039;83;
50;22;1039;1119;80;86,3
50;22;1119;1196;77;
50;22;1196;1273;77;
50;22;1273;1361;88;
50;22;1361;1450;89;
50;22;1450;1541;91;
50;22;1541;1633;92;
50;22;1633;1722;89;
50;22;1722;1812;90;
50;22;1812;1902;90;
50;23;1902;1997;95;91,1
50;23;259;353;94;
50;23;353;453;100;
50;23;453;538;85;
50;23;538;626;88;
50;23;626;713;87;
50;23;713;801;88;
50;23;801;896;95;
50;23;896;985;89;
50;23;985;1075;90;
50;24;1075;1172;97;95,1
50;24;1172;1265;93;
50;24;1265;1360;95;
50;24;1360;1458;98;
50;24;1458;1555;97;
50;24;1555;1650;95;
50;24;1650;1746;96;
50;24;1746;1838;92;
50;24;1838;1931;93;
50;24;256;351;95;
50;25;351;446;95;96,2
50;25;446;541;95;
50;25;541;614;73;
50;25;614;713;99;
50;25;713;811;98;
50;25;811;910;99;
50;25;910;1010;100;
50;25;1010;1111;101;
50;25;1111;1213;102;
50;25;1213;1313;100;
50;26;1313;1414;101;103,5
50;26;1414;1516;102;
50;26;1516;1614;98;
50;26;1614;1719;105;
50;26;1719;1822;103;
50;26;1822;1926;104;
50;26;289;394;105;
50;26;394;500;106;
50;26;500;607;107;
50;26;607;711;104;
50;27;711;810;99;106,2
50;27;810;914;104;
50;27;914;1011;97;
50;27;1011;1118;107;
50;27;1118;1226;108;
50;27;1226;1336;110;
50;27;1336;1447;111;
50;27;1447;1556;109;
50;27;1556;1664;108;
50;27;1664;1773;109;
50;28;1773;1870;97;108,2
50;28;1870;1976;106;
50;28;300;396;96;
50;28;396;506;110;
50;28;506;618;112;
50;28;618;731;113;
50;28;731;843;112;
50;28;843;954;111;
50;28;954;1066;112;
50;28;1066;1179;113;
50;29;1179;1283;104;110,5
50;29;1283;1379;96;
50;29;1379;1480;101;
50;29;1480;1596;116;
50;29;1596;1709;113;
50;29;1709;1823;114;
50;29;1823;1938;115;
50;29;276;391;115;
50;29;391;505;114;
50;29;505;622;117;
50;30;622;741;119;116,6
50;30;741;864;123;
50;30;864;988;124;
50;30;988;1102;114;
50;30;1102;1215;113;
50;30;1215;1330;115;
50;30;1330;1443;113;
50;30;1443;1557;114;
50;30;1557;1672;115;
50;30;1672;1788;116;
50;31;1788;1909;121;120,6
50;31;290;410;120;
50;31;410;528;118;
50;31;528;650;122;
50;31;650;767;117;
50;31;767;892;125;
50;31;892;1014;122;
50;31;1014;1134;120;
50;31;1134;1255;121;
50;31;1255;1375;120;
50;32;1375;1496;121;124,7
50;32;1496;1622;126;
50;32;1622;1749;127;
50;32;1749;1879;130;
50;32;278;400;122;
50;32;400;526;126;
50;32;526;653;127;
50;32;653;776;123;
50;32;776;897;121;
50;32;897;1021;124;
50;33;1021;1148;127;131,6
50;33;1148;1282;134;
50;33;1282;1412;130;
50;33;1412;1544;132;
50;33;1544;1677;133;
50;33;1677;1811;134;
50;33;1811;1943;132;
50;33;256;384;128;
50;33;287;419;132;
50;33;419;553;134;
50;34;553;689;136;137,6
50;34;689;826;137;
50;34;826;964;138;
50;34;964;1105;141;
50;34;1105;1244;139;
50;34;1244;1381;137;
50;34;1381;1517;136;
50;34;1517;1658;141;
50;34;1658;1790;132;
50;34;1790;1929;139;
50;35;276;422;146;142,2
50;35;422;566;144;
50;35;566;712;146;
50;35;712;854;142;
50;35;854;992;138;
50;35;992;1134;142;
50;35;1134;1272;138;
50;35;1272;1415;143;
50;35;1415;1559;144;
50;35;1559;1698;139;
50;36;1698;1849;151;146
50;36;1849;1991;142;
50;36;256;407;151;
50;36;407;550;143;
50;36;550;695;145;
50;36;695;839;144;
50;36;839;982;143;
50;36;982;1126;144;
50;36;1126;1273;147;
50;36;1273;1423;150;
50;37;1423;1572;149;150,3
50;37;1572;1722;150;
50;37;1722;1872;150;
50;37;283;430;147;
50;37;430;585;155;
50;37;585;738;153;
50;37;738;886;148;
50;37;886;1038;152;
50;37;1038;1185;147;
50;37;1185;1337;152;
50;38;1337;1490;153;155,2
50;38;1490;1643;153;
50;38;1643;1802;159;
50;38;1802;1957;155;
50;38;288;444;156;
50;38;444;599;155;
50;38;599;752;153;
50;38;752;905;153;
50;38;905;1063;158;
50;38;1063;1220;157;
50;39;1220;1381;161;158,5
50;39;1381;1541;160;
50;39;1541;1697;156;
50;39;1697;1852;155;
50;39;314;477;163;
50;39;477;635;158;
50;39;635;791;156;
50;39;791;947;156;
50;39;947;1110;163;
50;39;1110;1267;157;
50;40;1267;1432;165;163,3
50;40;1432;1599;167;
50;40;1599;1767;168;
50;40;1767;1933;166;
50;40;245;404;159;
50;40;404;570;166;
50;40;570;731;161;
50;40;731;890;159;
50;40;890;1050;160;
50;40;1050;1212;162;
50;41;1212;1375;163;165,6
50;41;1375;1539;164;
50;41;1539;1706;167;
50;41;1706;1878;172;
50;41;287;450;163;
50;41;450;619;169;
50;41;619;784;165;
50;41;784;948;164;
50;41;948;1111;163;
50;41;1111;1277;166;
50;42;1277;1449;172;171,2
50;42;1449;1617;168;
50;42;1617;1790;173;
50;42;245;412;167;
50;42;412;587;175;
50;42;587;762;175;
50;42;762;929;167;
50;42;929;1102;173;
50;42;1102;1276;174;
50;42;1276;1444;168;
50;43;1444;1619;175;175,9
50;43;1619;1790;171;
50;43;289;461;172;
50;43;461;638;177;
50;43;638;816;178;
50;43;816;995;179;
50;43;995;1173;178;
50;43;1173;1348;175;
50;43;1348;1525;177;
50;43;1525;1702;177;
50;44;1702;1884;182;180,1
50;44;304;482;178;
50;44;482;665;183;
50;44;665;844;179;
50;44;844;1025;181;
50;44;1025;1205;180;
50;44;1205;1389;184;
50;44;1389;1565;176;
50;44;1565;1742;177;
50;44;1742;1923;181;
50;45;290;470;180;182,6
50;45;470;654;184;
50;45;654;834;180;
50;45;834;1016;182;
50;45;1016;1197;181;
50;45;1197;1383;186;
50;45;1383;1564;181;
50;45;1564;1751;187;
50;45;1751;1933;182;
50;45;278;461;183;
50;46;461;653;192;186,7
50;46;653;836;183;
50;46;836;1019;183;
50;46;1019;1203;184;
50;46;1203;1392;189;
50;46;1392;1576;184;
50;46;1576;1766;190;
50;46;290;479;189;
50;46;479;665;186;
50;46;665;852;187;
50;47;852;1044;192;191,9
50;47;1044;1234;190;
50;47;1234;1426;192;
50;47;1426;1619;193;
50;47;1619;1813;194;
50;47;278;472;194;
50;47;472;663;191;
50;47;663;859;196;
50;47;859;1048;189;
50;47;1048;1236;188;
50;48;1236;1433;197;196,7
50;48;1433;1633;200;
50;48;1633;1831;198;
50;48;278;471;193;
50;48;471;665;194;
50;48;665;865;200;
50;48;865;1060;195;
50;48;1060;1259;199;
50;48;1259;1454;195;
50;48;1454;1650;196;
50;49;1650;1848;198;201,4
50;49;312;514;202;
50;49;514;720;206;
50;49;720;925;205;
50;49;925;1128;203;
50;49;1128;1331;203;
50;49;1331;1533;202;
50;49;1533;1732;199;
50;49;1732;1931;199;
50;49;290;487;197;
50;50;487;695;208;206,3
50;50;695;905;210;
50;50;905;1108;203;
50;50;1108;1313;205;
50;50;1313;1515;202;
50;50;1515;1725;210;
50;50;1725;1931;206;
50;50;275;480;205;
50;50;480;691;211;
50;50;691;894;203;
50;51;894;1103;209;210,7
50;51;1103;1316;213;
50;51;1316;1527;211;
50;51;1527;1741;214;
50;51;1741;1952;211;
50;51;289;503;214;
50;51;503;712;209;
50;51;712;921;209;
50;51;921;1128;207;
50;51;1128;1338;210;
50;52;1338;1555;217;214,9
50;52;1555;1772;217;
50;52;278;489;211;
50;52;489;707;218;
50;52;707;921;214;
50;52;921;1137;216;
50;52;1137;1348;211;
50;52;1348;1566;218;
50;52;1566;1777;211;
50;52;300;516;216;
50;53;516;732;216;218,9
50;53;732;955;223;
50;53;955;1173;218;
50;53;1173;1393;220;
50;53;1393;1616;223;
50;53;1616;1835;219;
50;53;290;510;220;
50;53;510;725;215;
50;53;725;943;218;
50;53;943;1160;217;
50;54;1160;1382;222;224,2
50;54;1382;1609;227;
50;54;1609;1832;223;
